temp,i,j,"a[i,j]" 
1.6199999999999999,12,45,-1
1.6199999999999999,12,46,1
1.6199999999999999,12,47,1
1.6199999999999999,12,48,1
1.6199999999999999,12,49,-1
1.6199999999999999,13,0,-1
1.6199999999999999,13,1,1
1.6199999999999999,13,2,1
1.6199999999999999,13,3,1
1.6199999999999999,13,4,1
1.6199999999999999,13,5,1
1.6199999999999999,13,6,1
1.6199999999999999,13,7,1
1.6199999999999999,13,8,1
1.6199999999999999,13,9,1
1.6199999999999999,13,10,1
1.6199999999999999,13,11,-1
1.6199999999999999,13,12,-1
1.6199999999999999,13,13,-1
1.6199999999999999,13,14,1
1.6199999999999999,13,15,-1
1.6199999999999999,13,16,-1
1.6199999999999999,13,17,1
1.6199999999999999,13,18,-1
1.6199999999999999,13,19,1
1.6199999999999999,13,20,-1
1.6199999999999999,13,21,-1
1.6199999999999999,13,22,1
1.6199999999999999,13,23,1
1.6199999999999999,13,24,1
1.6199999999999999,13,25,1
1.6199999999999999,13,26,-1
1.6199999999999999,13,27,-1
1.6199999999999999,13,28,1
1.6199999999999999,13,29,-1
1.6199999999999999,13,30,1
1.6199999999999999,13,31,-1
1.6199999999999999,13,32,-1
1.6199999999999999,13,33,-1
1.6199999999999999,13,34,-1
1.6199999999999999,13,35,1
1.6199999999999999,13,36,-1
1.6199999999999999,13,37,1
1.6199999999999999,13,38,1
1.6199999999999999,13,39,1
1.6199999999999999,13,40,-1
1.6199999999999999,13,41,-1
1.6199999999999999,13,42,1
1.6199999999999999,13,43,1
1.6199999999999999,13,44,1
1.6199999999999999,13,45,-1
1.6199999999999999,13,46,-1
1.6199999999999999,13,47,1
1.6199999999999999,13,48,1
1.6199999999999999,13,49,1
1.6199999999999999,14,0,1
1.6199999999999999,14,1,-1
1.6199999999999999,14,2,-1
1.6199999999999999,14,3,-1
1.6199999999999999,14,4,1
1.6199999999999999,14,5,1
1.6199999999999999,14,6,1
1.6199999999999999,14,7,1
1.6199999999999999,14,8,1
1.6199999999999999,14,9,-1
1.6199999999999999,14,10,-1
1.6199999999999999,14,11,-1
1.6199999999999999,14,12,1
1.6199999999999999,14,13,-1
1.6199999999999999,14,14,-1
1.6199999999999999,14,15,-1
1.6199999999999999,14,16,1
1.6199999999999999,14,17,-1
1.6199999999999999,14,18,-1
1.6199999999999999,14,19,-1
1.6199999999999999,14,20,-1
1.6199999999999999,14,21,-1
1.6199999999999999,14,22,-1
1.6199999999999999,14,23,-1
1.6199999999999999,14,24,-1
1.6199999999999999,14,25,1
1.6199999999999999,14,26,1
1.6199999999999999,14,27,1
1.6199999999999999,14,28,1
1.6199999999999999,14,29,-1
1.6199999999999999,14,30,-1
1.6199999999999999,14,31,-1
1.6199999999999999,14,32,1
1.6199999999999999,14,33,1
1.6199999999999999,14,34,-1
1.6199999999999999,14,35,-1
1.6199999999999999,14,36,1
1.6199999999999999,14,37,1
1.6199999999999999,14,38,1
1.6199999999999999,14,39,1
1.6199999999999999,14,40,1
1.6199999999999999,14,41,1
1.6199999999999999,14,42,1
1.6199999999999999,14,43,1
1.6199999999999999,14,44,-1
1.6199999999999999,14,45,1
1.6199999999999999,14,46,1
1.6199999999999999,14,47,1
1.6199999999999999,14,48,1
1.6199999999999999,14,49,-1
1.6199999999999999,15,0,1
1.6199999999999999,15,1,1
1.6199999999999999,15,2,-1
1.6199999999999999,15,3,-1
1.6199999999999999,15,4,1
1.6199999999999999,15,5,1
1.6199999999999999,15,6,1
1.6199999999999999,15,7,1
1.6199999999999999,15,8,-1
1.6199999999999999,15,9,-1
1.6199999999999999,15,10,1
1.6199999999999999,15,11,-1
1.6199999999999999,15,12,-1
1.6199999999999999,15,13,-1
1.6199999999999999,15,14,-1
1.6199999999999999,15,15,-1
1.6199999999999999,15,16,-1
1.6199999999999999,15,17,1
1.6199999999999999,15,18,-1
1.6199999999999999,15,19,-1
1.6199999999999999,15,20,-1
1.6199999999999999,15,21,-1
1.6199999999999999,15,22,-1
1.6199999999999999,15,23,-1
1.6199999999999999,15,24,1
1.6199999999999999,15,25,-1
1.6199999999999999,15,26,-1
1.6199999999999999,15,27,-1
1.6199999999999999,15,28,-1
1.6199999999999999,15,29,-1
1.6199999999999999,15,30,-1
1.6199999999999999,15,31,-1
1.6199999999999999,15,32,1
1.6199999999999999,15,33,1
1.6199999999999999,15,34,1
1.6199999999999999,15,35,-1
1.6199999999999999,15,36,1
1.6199999999999999,15,37,1
1.6199999999999999,15,38,1
1.6199999999999999,15,39,1
1.6199999999999999,15,40,1
1.6199999999999999,15,41,1
1.6199999999999999,15,42,1
1.6199999999999999,15,43,1
1.6199999999999999,15,44,-1
1.6199999999999999,15,45,1
1.6199999999999999,15,46,1
1.6199999999999999,15,47,1
1.6199999999999999,15,48,-1
1.6199999999999999,15,49,1
1.6199999999999999,16,0,-1
1.6199999999999999,16,1,-1
1.6199999999999999,16,2,-1
1.6199999999999999,16,3,1
1.6199999999999999,16,4,1
1.6199999999999999,16,5,1
1.6199999999999999,16,6,1
1.6199999999999999,16,7,-1
1.6199999999999999,16,8,1
1.6199999999999999,16,9,1
1.6199999999999999,16,10,1
1.6199999999999999,16,11,1
1.6199999999999999,16,12,1
1.6199999999999999,16,13,-1
1.6199999999999999,16,14,1
1.6199999999999999,16,15,-1
1.6199999999999999,16,16,-1
1.6199999999999999,16,17,-1
1.6199999999999999,16,18,-1
1.6199999999999999,16,19,-1
1.6199999999999999,16,20,-1
1.6199999999999999,16,21,-1
1.6199999999999999,16,22,-1
1.6199999999999999,16,23,1
1.6199999999999999,16,24,1
1.6199999999999999,16,25,-1
1.6199999999999999,16,26,-1
1.6199999999999999,16,27,-1
1.6199999999999999,16,28,-1
1.6199999999999999,16,29,1
1.6199999999999999,16,30,-1
1.6199999999999999,16,31,-1
1.6199999999999999,16,32,1
1.6199999999999999,16,33,1
1.6199999999999999,16,34,-1
1.6199999999999999,16,35,-1
1.6199999999999999,16,36,-1
1.6199999999999999,16,37,1
1.6199999999999999,16,38,1
1.6199999999999999,16,39,1
1.6199999999999999,16,40,-1
1.6199999999999999,16,41,1
1.6199999999999999,16,42,1
1.6199999999999999,16,43,1
1.6199999999999999,16,44,-1
1.6199999999999999,16,45,1
1.6199999999999999,16,46,-1
1.6199999999999999,16,47,-1
1.6199999999999999,16,48,1
1.6199999999999999,16,49,-1
1.6199999999999999,17,0,-1
1.6199999999999999,17,1,1
1.6199999999999999,17,2,1
1.6199999999999999,17,3,1
1.6199999999999999,17,4,1
1.6199999999999999,17,5,1
1.6199999999999999,17,6,1
1.6199999999999999,17,7,-1
1.6199999999999999,17,8,1
1.6199999999999999,17,9,1
1.6199999999999999,17,10,1
1.6199999999999999,17,11,1
1.6199999999999999,17,12,-1
1.6199999999999999,17,13,-1
1.6199999999999999,17,14,1
1.6199999999999999,17,15,1
1.6199999999999999,17,16,1
1.6199999999999999,17,17,1
1.6199999999999999,17,18,-1
1.6199999999999999,17,19,-1
1.6199999999999999,17,20,1
1.6199999999999999,17,21,-1
1.6199999999999999,17,22,-1
1.6199999999999999,17,23,1
1.6199999999999999,17,24,1
1.6199999999999999,17,25,-1
1.6199999999999999,17,26,-1
1.6199999999999999,17,27,1
1.6199999999999999,17,28,1
1.6199999999999999,17,29,1
1.6199999999999999,17,30,-1
1.6199999999999999,17,31,-1
1.6199999999999999,17,32,1
1.6199999999999999,17,33,1
1.6199999999999999,17,34,-1
1.6199999999999999,17,35,1
1.6199999999999999,17,36,-1
1.6199999999999999,17,37,-1
1.6199999999999999,17,38,-1
1.6199999999999999,17,39,-1
1.6199999999999999,17,40,1
1.6199999999999999,17,41,1
1.6199999999999999,17,42,1
1.6199999999999999,17,43,1
1.6199999999999999,17,44,1
1.6199999999999999,17,45,1
1.6199999999999999,17,46,1
1.6199999999999999,17,47,1
1.6199999999999999,17,48,1
1.6199999999999999,17,49,1
1.6199999999999999,18,0,1
1.6199999999999999,18,1,-1
1.6199999999999999,18,2,1
1.6199999999999999,18,3,-1
1.6199999999999999,18,4,-1
1.6199999999999999,18,5,-1
1.6199999999999999,18,6,1
1.6199999999999999,18,7,-1
1.6199999999999999,18,8,-1
1.6199999999999999,18,9,-1
1.6199999999999999,18,10,1
1.6199999999999999,18,11,1
1.6199999999999999,18,12,-1
1.6199999999999999,18,13,-1
1.6199999999999999,18,14,-1
1.6199999999999999,18,15,1
1.6199999999999999,18,16,1
1.6199999999999999,18,17,-1
1.6199999999999999,18,18,1
1.6199999999999999,18,19,-1
1.6199999999999999,18,20,1
1.6199999999999999,18,21,1
1.6199999999999999,18,22,-1
1.6199999999999999,18,23,1
1.6199999999999999,18,24,1
1.6199999999999999,18,25,1
1.6199999999999999,18,26,1
1.6199999999999999,18,27,1
1.6199999999999999,18,28,1
1.6199999999999999,18,29,-1
1.6199999999999999,18,30,-1
1.6199999999999999,18,31,-1
1.6199999999999999,18,32,-1
1.6199999999999999,18,33,-1
1.6199999999999999,18,34,1
1.6199999999999999,18,35,1
1.6199999999999999,18,36,1
1.6199999999999999,18,37,1
1.6199999999999999,18,38,1
1.6199999999999999,18,39,1
1.6199999999999999,18,40,1
1.6199999999999999,18,41,1
1.6199999999999999,18,42,1
1.6199999999999999,18,43,1
1.6199999999999999,18,44,-1
1.6199999999999999,18,45,1
1.6199999999999999,18,46,-1
1.6199999999999999,18,47,-1
1.6199999999999999,18,48,1
1.6199999999999999,18,49,-1
1.6199999999999999,19,0,-1
1.6199999999999999,19,1,-1
1.6199999999999999,19,2,-1
1.6199999999999999,19,3,-1
1.6199999999999999,19,4,-1
1.6199999999999999,19,5,-1
1.6199999999999999,19,6,1
1.6199999999999999,19,7,-1
1.6199999999999999,19,8,-1
1.6199999999999999,19,9,-1
1.6199999999999999,19,10,-1
1.6199999999999999,19,11,1
1.6199999999999999,19,12,1
1.6199999999999999,19,13,-1
1.6199999999999999,19,14,-1
1.6199999999999999,19,15,-1
1.6199999999999999,19,16,1
1.6199999999999999,19,17,-1
1.6199999999999999,19,18,-1
1.6199999999999999,19,19,-1
1.6199999999999999,19,20,-1
1.6199999999999999,19,21,1
1.6199999999999999,19,22,-1
1.6199999999999999,19,23,1
1.6199999999999999,19,24,1
1.6199999999999999,19,25,-1
1.6199999999999999,19,26,-1
1.6199999999999999,19,27,1
1.6199999999999999,19,28,1
1.6199999999999999,19,29,1
1.6199999999999999,19,30,-1
1.6199999999999999,19,31,-1
1.6199999999999999,19,32,-1
1.6199999999999999,19,33,-1
1.6199999999999999,19,34,1
1.6199999999999999,19,35,1
1.6199999999999999,19,36,1
1.6199999999999999,19,37,1
1.6199999999999999,19,38,1
1.6199999999999999,19,39,1
1.6199999999999999,19,40,1
1.6199999999999999,19,41,1
1.6199999999999999,19,42,1
1.6199999999999999,19,43,1
1.6199999999999999,19,44,1
1.6199999999999999,19,45,1
1.6199999999999999,19,46,-1
1.6199999999999999,19,47,-1
1.6199999999999999,19,48,1
1.6199999999999999,19,49,-1
1.6199999999999999,20,0,-1
1.6199999999999999,20,1,-1
1.6199999999999999,20,2,-1
1.6199999999999999,20,3,1
1.6199999999999999,20,4,1
1.6199999999999999,20,5,1
1.6199999999999999,20,6,-1
1.6199999999999999,20,7,-1
1.6199999999999999,20,8,-1
1.6199999999999999,20,9,-1
1.6199999999999999,20,10,-1
1.6199999999999999,20,11,1
1.6199999999999999,20,12,1
1.6199999999999999,20,13,-1
1.6199999999999999,20,14,-1
1.6199999999999999,20,15,-1
1.6199999999999999,20,16,-1
1.6199999999999999,20,17,-1
1.6199999999999999,20,18,1
1.6199999999999999,20,19,1
1.6199999999999999,20,20,1
1.6199999999999999,20,21,1
1.6199999999999999,20,22,1
1.6199999999999999,20,23,1
1.6199999999999999,20,24,1
1.6199999999999999,20,25,1
1.6199999999999999,20,26,1
1.6199999999999999,20,27,1
1.6199999999999999,20,28,1
1.6199999999999999,20,29,1
1.6199999999999999,20,30,1
1.6199999999999999,20,31,1
1.6199999999999999,20,32,1
1.6199999999999999,20,33,-1
1.6199999999999999,20,34,-1
1.6199999999999999,20,35,-1
1.6199999999999999,20,36,1
1.6199999999999999,20,37,1
1.6199999999999999,20,38,-1
1.6199999999999999,20,39,1
1.6199999999999999,20,40,-1
1.6199999999999999,20,41,-1
1.6199999999999999,20,42,1
1.6199999999999999,20,43,1
1.6199999999999999,20,44,-1
1.6199999999999999,20,45,-1
1.6199999999999999,20,46,-1
1.6199999999999999,20,47,1
1.6199999999999999,20,48,1
1.6199999999999999,20,49,-1
1.6199999999999999,21,0,-1
1.6199999999999999,21,1,-1
1.6199999999999999,21,2,-1
1.6199999999999999,21,3,-1
1.6199999999999999,21,4,-1
1.6199999999999999,21,5,-1
1.6199999999999999,21,6,1
1.6199999999999999,21,7,1
1.6199999999999999,21,8,-1
1.6199999999999999,21,9,1
1.6199999999999999,21,10,1
1.6199999999999999,21,11,1
1.6199999999999999,21,12,-1
1.6199999999999999,21,13,1
1.6199999999999999,21,14,-1
1.6199999999999999,21,15,1
1.6199999999999999,21,16,1
1.6199999999999999,21,17,1
1.6199999999999999,21,18,-1
1.6199999999999999,21,19,1
1.6199999999999999,21,20,-1
1.6199999999999999,21,21,-1
1.6199999999999999,21,22,1
1.6199999999999999,21,23,1
1.6199999999999999,21,24,1
1.6199999999999999,21,25,-1
1.6199999999999999,21,26,-1
1.6199999999999999,21,27,-1
1.6199999999999999,21,28,-1
1.6199999999999999,21,29,1
1.6199999999999999,21,30,-1
1.6199999999999999,21,31,1
1.6199999999999999,21,32,1
1.6199999999999999,21,33,1
1.6199999999999999,21,34,1
1.6199999999999999,21,35,1
1.6199999999999999,21,36,1
1.6199999999999999,21,37,1
1.6199999999999999,21,38,-1
1.6199999999999999,21,39,1
1.6199999999999999,21,40,-1
1.6199999999999999,21,41,-1
1.6199999999999999,21,42,-1
1.6199999999999999,21,43,-1
1.6199999999999999,21,44,-1
1.6199999999999999,21,45,-1
1.6199999999999999,21,46,-1
1.6199999999999999,21,47,1
1.6199999999999999,21,48,-1
1.6199999999999999,21,49,1
1.6199999999999999,22,0,-1
1.6199999999999999,22,1,-1
1.6199999999999999,22,2,1
1.6199999999999999,22,3,1
1.6199999999999999,22,4,1
1.6199999999999999,22,5,-1
1.6199999999999999,22,6,1
1.6199999999999999,22,7,-1
1.6199999999999999,22,8,1
1.6199999999999999,22,9,-1
1.6199999999999999,22,10,1
1.6199999999999999,22,11,1
1.6199999999999999,22,12,-1
1.6199999999999999,22,13,-1
1.6199999999999999,22,14,-1
1.6199999999999999,22,15,1
1.6199999999999999,22,16,1
1.6199999999999999,22,17,-1
1.6199999999999999,22,18,-1
1.6199999999999999,22,19,-1
1.6199999999999999,22,20,-1
1.6199999999999999,22,21,1
1.6199999999999999,22,22,1
1.6199999999999999,22,23,-1
1.6199999999999999,22,24,-1
1.6199999999999999,22,25,-1
1.6199999999999999,22,26,1
1.6199999999999999,22,27,1
1.6199999999999999,22,28,1
1.6199999999999999,22,29,1
1.6199999999999999,22,30,1
1.6199999999999999,22,31,1
1.6199999999999999,22,32,1
1.6199999999999999,22,33,-1
1.6199999999999999,22,34,1
1.6199999999999999,22,35,-1
1.6199999999999999,22,36,-1
1.6199999999999999,22,37,-1
1.6199999999999999,22,38,1
1.6199999999999999,22,39,1
1.6199999999999999,22,40,1
1.6199999999999999,22,41,-1
1.6199999999999999,22,42,-1
1.6199999999999999,22,43,-1
1.6199999999999999,22,44,-1
1.6199999999999999,22,45,-1
1.6199999999999999,22,46,-1
1.6199999999999999,22,47,1
1.6199999999999999,22,48,-1
1.6199999999999999,22,49,1
1.6199999999999999,23,0,-1
1.6199999999999999,23,1,-1
1.6199999999999999,23,2,1
1.6199999999999999,23,3,-1
1.6199999999999999,23,4,-1
1.6199999999999999,23,5,-1
1.6199999999999999,23,6,-1
1.6199999999999999,23,7,-1
1.6199999999999999,23,8,-1
1.6199999999999999,23,9,1
1.6199999999999999,23,10,1
1.6199999999999999,23,11,-1
1.6199999999999999,23,12,1
1.6199999999999999,23,13,1
1.6199999999999999,23,14,1
1.6199999999999999,23,15,-1
1.6199999999999999,23,16,1
1.6199999999999999,23,17,-1
1.6199999999999999,23,18,1
1.6199999999999999,23,19,1
1.6199999999999999,23,20,-1
1.6199999999999999,23,21,1
1.6199999999999999,23,22,-1
1.6199999999999999,23,23,1
1.6199999999999999,23,24,1
1.6199999999999999,23,25,-1
1.6199999999999999,23,26,-1
1.6199999999999999,23,27,1
1.6199999999999999,23,28,1
1.6199999999999999,23,29,1
1.6199999999999999,23,30,1
1.6199999999999999,23,31,1
1.6199999999999999,23,32,1
1.6199999999999999,23,33,1
1.6199999999999999,23,34,1
1.6199999999999999,23,35,1
1.6199999999999999,23,36,-1
1.6199999999999999,23,37,1
1.6199999999999999,23,38,1
1.6199999999999999,23,39,1
1.6199999999999999,23,40,1
1.6199999999999999,23,41,-1
1.6199999999999999,23,42,-1
1.6199999999999999,23,43,-1
1.6199999999999999,23,44,-1
1.6199999999999999,23,45,1
1.6199999999999999,23,46,-1
1.6199999999999999,23,47,1
1.6199999999999999,23,48,-1
1.6199999999999999,23,49,1
1.6199999999999999,24,0,-1
1.6199999999999999,24,1,-1
1.6199999999999999,24,2,-1
1.6199999999999999,24,3,-1
1.6199999999999999,24,4,1
1.6199999999999999,24,5,-1
1.6199999999999999,24,6,-1
1.6199999999999999,24,7,-1
1.6199999999999999,24,8,-1
1.6199999999999999,24,9,-1
1.6199999999999999,24,10,1
1.6199999999999999,24,11,-1
1.6199999999999999,24,12,-1
1.6199999999999999,24,13,1
1.6199999999999999,24,14,-1
1.6199999999999999,24,15,-1
1.6199999999999999,24,16,1
1.6199999999999999,24,17,1
1.6199999999999999,24,18,1
1.6199999999999999,24,19,-1
1.6199999999999999,24,20,1
1.6199999999999999,24,21,-1
1.6199999999999999,24,22,1
1.6199999999999999,24,23,1
1.6199999999999999,24,24,1
1.6199999999999999,24,25,1
1.6199999999999999,24,26,1
1.6199999999999999,24,27,1
1.6199999999999999,24,28,1
1.6199999999999999,24,29,1
1.6199999999999999,24,30,1
1.6199999999999999,24,31,1
1.6199999999999999,24,32,-1
1.6199999999999999,24,33,-1
1.6199999999999999,24,34,-1
1.6199999999999999,24,35,-1
1.6199999999999999,24,36,-1
1.6199999999999999,24,37,-1
1.6199999999999999,24,38,1
1.6199999999999999,24,39,-1
1.6199999999999999,24,40,-1
1.6199999999999999,24,41,-1
1.6199999999999999,24,42,-1
1.6199999999999999,24,43,-1
1.6199999999999999,24,44,-1
1.6199999999999999,24,45,-1
1.6199999999999999,24,46,1
1.6199999999999999,24,47,1
1.6199999999999999,24,48,-1
1.6199999999999999,24,49,-1
1.6199999999999999,25,0,1
1.6199999999999999,25,1,1
1.6199999999999999,25,2,1
1.6199999999999999,25,3,-1
1.6199999999999999,25,4,-1
1.6199999999999999,25,5,1
1.6199999999999999,25,6,1
1.6199999999999999,25,7,1
1.6199999999999999,25,8,-1
1.6199999999999999,25,9,-1
1.6199999999999999,25,10,1
1.6199999999999999,25,11,1
1.6199999999999999,25,12,-1
1.6199999999999999,25,13,1
1.6199999999999999,25,14,-1
1.6199999999999999,25,15,1
1.6199999999999999,25,16,1
1.6199999999999999,25,17,1
1.6199999999999999,25,18,1
1.6199999999999999,25,19,-1
1.6199999999999999,25,20,1
1.6199999999999999,25,21,1
1.6199999999999999,25,22,1
1.6199999999999999,25,23,1
1.6199999999999999,25,24,-1
1.6199999999999999,25,25,1
1.6199999999999999,25,26,1
1.6199999999999999,25,27,-1
1.6199999999999999,25,28,-1
1.6199999999999999,25,29,1
1.6199999999999999,25,30,-1
1.6199999999999999,25,31,-1
1.6199999999999999,25,32,-1
1.6199999999999999,25,33,-1
1.6199999999999999,25,34,1
1.6199999999999999,25,35,-1
1.6199999999999999,25,36,1
1.6199999999999999,25,37,1
1.6199999999999999,25,38,1
1.6199999999999999,25,39,-1
1.6199999999999999,25,40,-1
1.6199999999999999,25,41,-1
1.6199999999999999,25,42,-1
1.6199999999999999,25,43,-1
1.6199999999999999,25,44,-1
1.6199999999999999,25,45,-1
1.6199999999999999,25,46,-1
1.6199999999999999,25,47,-1
1.6199999999999999,25,48,-1
1.6199999999999999,25,49,1
1.6199999999999999,26,0,-1
1.6199999999999999,26,1,-1
1.6199999999999999,26,2,-1
1.6199999999999999,26,3,-1
1.6199999999999999,26,4,-1
1.6199999999999999,26,5,-1
1.6199999999999999,26,6,-1
1.6199999999999999,26,7,1
1.6199999999999999,26,8,1
1.6199999999999999,26,9,1
1.6199999999999999,26,10,1
1.6199999999999999,26,11,1
1.6199999999999999,26,12,-1
1.6199999999999999,26,13,1
1.6199999999999999,26,14,-1
1.6199999999999999,26,15,-1
1.6199999999999999,26,16,1
1.6199999999999999,26,17,1
1.6199999999999999,26,18,1
1.6199999999999999,26,19,-1
1.6199999999999999,26,20,1
1.6199999999999999,26,21,1
1.6199999999999999,26,22,1
1.6199999999999999,26,23,1
1.6199999999999999,26,24,1
1.6199999999999999,26,25,1
1.6199999999999999,26,26,-1
1.6199999999999999,26,27,-1
1.6199999999999999,26,28,1
1.6199999999999999,26,29,1
1.6199999999999999,26,30,1
1.6199999999999999,26,31,-1
1.6199999999999999,26,32,1
1.6199999999999999,26,33,1
1.6199999999999999,26,34,1
1.6199999999999999,26,35,-1
1.6199999999999999,26,36,1
1.6199999999999999,26,37,1
1.6199999999999999,26,38,1
1.6199999999999999,26,39,-1
1.6199999999999999,26,40,-1
1.6199999999999999,26,41,-1
1.6199999999999999,26,42,-1
1.6199999999999999,26,43,1
1.6199999999999999,26,44,1
1.6199999999999999,26,45,-1
1.6199999999999999,26,46,-1
1.6199999999999999,26,47,-1
1.6199999999999999,26,48,1
1.6199999999999999,26,49,-1
1.6199999999999999,27,0,1
1.6199999999999999,27,1,1
1.6199999999999999,27,2,1
1.6199999999999999,27,3,1
1.6199999999999999,27,4,1
1.6199999999999999,27,5,-1
1.6199999999999999,27,6,1
1.6199999999999999,27,7,1
1.6199999999999999,27,8,1
1.6199999999999999,27,9,1
1.6199999999999999,27,10,-1
1.6199999999999999,27,11,-1
1.6199999999999999,27,12,-1
1.6199999999999999,27,13,-1
1.6199999999999999,27,14,-1
1.6199999999999999,27,15,1
1.6199999999999999,27,16,1
1.6199999999999999,27,17,1
1.6199999999999999,27,18,-1
1.6199999999999999,27,19,-1
1.6199999999999999,27,20,1
1.6199999999999999,27,21,1
1.6199999999999999,27,22,-1
1.6199999999999999,27,23,1
1.6199999999999999,27,24,1
1.6199999999999999,27,25,1
1.6199999999999999,27,26,-1
1.6199999999999999,27,27,-1
1.6199999999999999,27,28,-1
1.6199999999999999,27,29,-1
1.6199999999999999,27,30,1
1.6199999999999999,27,31,-1
1.6199999999999999,27,32,1
1.6199999999999999,27,33,-1
1.6199999999999999,27,34,1
1.6199999999999999,27,35,1
1.6199999999999999,27,36,1
1.6199999999999999,27,37,1
1.6199999999999999,27,38,1
1.6199999999999999,27,39,-1
1.6199999999999999,27,40,-1
1.6199999999999999,27,41,-1
1.6199999999999999,27,42,-1
1.6199999999999999,27,43,1
1.6199999999999999,27,44,1
1.6199999999999999,27,45,-1
1.6199999999999999,27,46,-1
1.6199999999999999,27,47,1
1.6199999999999999,27,48,1
1.6199999999999999,27,49,1
1.6199999999999999,28,0,1
1.6199999999999999,28,1,1
1.6199999999999999,28,2,1
1.6199999999999999,28,3,-1
1.6199999999999999,28,4,1
1.6199999999999999,28,5,1
1.6199999999999999,28,6,1
1.6199999999999999,28,7,1
1.6199999999999999,28,8,-1
1.6199999999999999,28,9,-1
1.6199999999999999,28,10,1
1.6199999999999999,28,11,1
1.6199999999999999,28,12,1
1.6199999999999999,28,13,-1
1.6199999999999999,28,14,-1
1.6199999999999999,28,15,-1
1.6199999999999999,28,16,-1
1.6199999999999999,28,17,-1
1.6199999999999999,28,18,1
1.6199999999999999,28,19,1
1.6199999999999999,28,20,1
1.6199999999999999,28,21,-1
1.6199999999999999,28,22,1
1.6199999999999999,28,23,1
1.6199999999999999,28,24,1
1.6199999999999999,28,25,1
1.6199999999999999,28,26,1
1.6199999999999999,28,27,1
1.6199999999999999,28,28,-1
1.6199999999999999,28,29,-1
1.6199999999999999,28,30,-1
1.6199999999999999,28,31,-1
1.6199999999999999,28,32,-1
1.6199999999999999,28,33,1
1.6199999999999999,28,34,1
1.6199999999999999,28,35,1
1.6199999999999999,28,36,1
1.6199999999999999,28,37,-1
1.6199999999999999,28,38,1
1.6199999999999999,28,39,-1
1.6199999999999999,28,40,-1
1.6199999999999999,28,41,-1
1.6199999999999999,28,42,-1
1.6199999999999999,28,43,1
1.6199999999999999,28,44,1
1.6199999999999999,28,45,1
1.6199999999999999,28,46,1
1.6199999999999999,28,47,1
1.6199999999999999,28,48,1
1.6199999999999999,28,49,-1
1.6199999999999999,29,0,-1
1.6199999999999999,29,1,-1
1.6199999999999999,29,2,-1
1.6199999999999999,29,3,-1
1.6199999999999999,29,4,-1
1.6199999999999999,29,5,-1
1.6199999999999999,29,6,1
1.6199999999999999,29,7,1
1.6199999999999999,29,8,-1
1.6199999999999999,29,9,-1
1.6199999999999999,29,10,-1
1.6199999999999999,29,11,-1
1.6199999999999999,29,12,1
1.6199999999999999,29,13,-1
1.6199999999999999,29,14,1
1.6199999999999999,29,15,-1
1.6199999999999999,29,16,-1
1.6199999999999999,29,17,-1
1.6199999999999999,29,18,1
1.6199999999999999,29,19,1
1.6199999999999999,29,20,1
1.6199999999999999,29,21,1
1.6199999999999999,29,22,-1
1.6199999999999999,29,23,-1
1.6199999999999999,29,24,-1
1.6199999999999999,29,25,-1
1.6199999999999999,29,26,-1
1.6199999999999999,29,27,1
1.6199999999999999,29,28,1
1.6199999999999999,29,29,1
1.6199999999999999,29,30,-1
1.6199999999999999,29,31,1
1.6199999999999999,29,32,1
1.6199999999999999,29,33,1
1.6199999999999999,29,34,-1
1.6199999999999999,29,35,-1
1.6199999999999999,29,36,-1
1.6199999999999999,29,37,-1
1.6199999999999999,29,38,1
1.6199999999999999,29,39,-1
1.6199999999999999,29,40,-1
1.6199999999999999,29,41,-1
1.6199999999999999,29,42,1
1.6199999999999999,29,43,1
1.6199999999999999,29,44,-1
1.6199999999999999,29,45,1
1.6199999999999999,29,46,-1
1.6199999999999999,29,47,-1
1.6199999999999999,29,48,1
1.6199999999999999,29,49,1
1.6199999999999999,30,0,1
1.6199999999999999,30,1,-1
1.6199999999999999,30,2,1
1.6199999999999999,30,3,1
1.6199999999999999,30,4,1
1.6199999999999999,30,5,-1
1.6199999999999999,30,6,1
1.6199999999999999,30,7,-1
1.6199999999999999,30,8,-1
1.6199999999999999,30,9,1
1.6199999999999999,30,10,1
1.6199999999999999,30,11,-1
1.6199999999999999,30,12,1
1.6199999999999999,30,13,-1
1.6199999999999999,30,14,1
1.6199999999999999,30,15,1
1.6199999999999999,30,16,1
1.6199999999999999,30,17,-1
1.6199999999999999,30,18,1
1.6199999999999999,30,19,1
1.6199999999999999,30,20,1
1.6199999999999999,30,21,1
1.6199999999999999,30,22,-1
1.6199999999999999,30,23,-1
1.6199999999999999,30,24,1
1.6199999999999999,30,25,1
1.6199999999999999,30,26,1
1.6199999999999999,30,27,1
1.6199999999999999,30,28,1
1.6199999999999999,30,29,1
1.6199999999999999,30,30,-1
1.6199999999999999,30,31,1
1.6199999999999999,30,32,1
1.6199999999999999,30,33,1
1.6199999999999999,30,34,-1
1.6199999999999999,30,35,-1
1.6199999999999999,30,36,-1
1.6199999999999999,30,37,1
1.6199999999999999,30,38,1
1.6199999999999999,30,39,-1
1.6199999999999999,30,40,-1
1.6199999999999999,30,41,1
1.6199999999999999,30,42,1
1.6199999999999999,30,43,1
1.6199999999999999,30,44,1
1.6199999999999999,30,45,1
1.6199999999999999,30,46,-1
1.6199999999999999,30,47,-1
