temp,i,j,"a[i,j]" 
1.6199999999999999,30,48,1
1.6199999999999999,30,49,-1
1.6199999999999999,31,0,1
1.6199999999999999,31,1,-1
1.6199999999999999,31,2,-1
1.6199999999999999,31,3,1
1.6199999999999999,31,4,-1
1.6199999999999999,31,5,-1
1.6199999999999999,31,6,1
1.6199999999999999,31,7,1
1.6199999999999999,31,8,1
1.6199999999999999,31,9,-1
1.6199999999999999,31,10,-1
1.6199999999999999,31,11,-1
1.6199999999999999,31,12,1
1.6199999999999999,31,13,1
1.6199999999999999,31,14,1
1.6199999999999999,31,15,-1
1.6199999999999999,31,16,1
1.6199999999999999,31,17,1
1.6199999999999999,31,18,1
1.6199999999999999,31,19,1
1.6199999999999999,31,20,-1
1.6199999999999999,31,21,1
1.6199999999999999,31,22,-1
1.6199999999999999,31,23,1
1.6199999999999999,31,24,1
1.6199999999999999,31,25,1
1.6199999999999999,31,26,-1
1.6199999999999999,31,27,1
1.6199999999999999,31,28,1
1.6199999999999999,31,29,-1
1.6199999999999999,31,30,-1
1.6199999999999999,31,31,-1
1.6199999999999999,31,32,1
1.6199999999999999,31,33,1
1.6199999999999999,31,34,1
1.6199999999999999,31,35,1
1.6199999999999999,31,36,1
1.6199999999999999,31,37,-1
1.6199999999999999,31,38,1
1.6199999999999999,31,39,-1
1.6199999999999999,31,40,-1
1.6199999999999999,31,41,-1
1.6199999999999999,31,42,1
1.6199999999999999,31,43,-1
1.6199999999999999,31,44,1
1.6199999999999999,31,45,1
1.6199999999999999,31,46,1
1.6199999999999999,31,47,1
1.6199999999999999,31,48,-1
1.6199999999999999,31,49,1
1.6199999999999999,32,0,-1
1.6199999999999999,32,1,-1
1.6199999999999999,32,2,-1
1.6199999999999999,32,3,-1
1.6199999999999999,32,4,1
1.6199999999999999,32,5,1
1.6199999999999999,32,6,1
1.6199999999999999,32,7,1
1.6199999999999999,32,8,1
1.6199999999999999,32,9,-1
1.6199999999999999,32,10,-1
1.6199999999999999,32,11,1
1.6199999999999999,32,12,1
1.6199999999999999,32,13,-1
1.6199999999999999,32,14,1
1.6199999999999999,32,15,-1
1.6199999999999999,32,16,1
1.6199999999999999,32,17,1
1.6199999999999999,32,18,1
1.6199999999999999,32,19,-1
1.6199999999999999,32,20,-1
1.6199999999999999,32,21,-1
1.6199999999999999,32,22,-1
1.6199999999999999,32,23,-1
1.6199999999999999,32,24,-1
1.6199999999999999,32,25,1
1.6199999999999999,32,26,-1
1.6199999999999999,32,27,-1
1.6199999999999999,32,28,-1
1.6199999999999999,32,29,-1
1.6199999999999999,32,30,-1
1.6199999999999999,32,31,-1
1.6199999999999999,32,32,-1
1.6199999999999999,32,33,1
1.6199999999999999,32,34,1
1.6199999999999999,32,35,-1
1.6199999999999999,32,36,-1
1.6199999999999999,32,37,-1
1.6199999999999999,32,38,-1
1.6199999999999999,32,39,-1
1.6199999999999999,32,40,-1
1.6199999999999999,32,41,-1
1.6199999999999999,32,42,-1
1.6199999999999999,32,43,-1
1.6199999999999999,32,44,1
1.6199999999999999,32,45,-1
1.6199999999999999,32,46,1
1.6199999999999999,32,47,1
1.6199999999999999,32,48,-1
1.6199999999999999,32,49,-1
1.6199999999999999,33,0,1
1.6199999999999999,33,1,-1
1.6199999999999999,33,2,1
1.6199999999999999,33,3,-1
1.6199999999999999,33,4,-1
1.6199999999999999,33,5,1
1.6199999999999999,33,6,-1
1.6199999999999999,33,7,1
1.6199999999999999,33,8,1
1.6199999999999999,33,9,-1
1.6199999999999999,33,10,1
1.6199999999999999,33,11,1
1.6199999999999999,33,12,1
1.6199999999999999,33,13,-1
1.6199999999999999,33,14,1
1.6199999999999999,33,15,1
1.6199999999999999,33,16,1
1.6199999999999999,33,17,-1
1.6199999999999999,33,18,-1
1.6199999999999999,33,19,-1
1.6199999999999999,33,20,-1
1.6199999999999999,33,21,-1
1.6199999999999999,33,22,-1
1.6199999999999999,33,23,1
1.6199999999999999,33,24,-1
1.6199999999999999,33,25,1
1.6199999999999999,33,26,1
1.6199999999999999,33,27,-1
1.6199999999999999,33,28,-1
1.6199999999999999,33,29,1
1.6199999999999999,33,30,-1
1.6199999999999999,33,31,-1
1.6199999999999999,33,32,-1
1.6199999999999999,33,33,1
1.6199999999999999,33,34,1
1.6199999999999999,33,35,-1
1.6199999999999999,33,36,-1
1.6199999999999999,33,37,1
1.6199999999999999,33,38,-1
1.6199999999999999,33,39,-1
1.6199999999999999,33,40,1
1.6199999999999999,33,41,-1
1.6199999999999999,33,42,-1
1.6199999999999999,33,43,-1
1.6199999999999999,33,44,-1
1.6199999999999999,33,45,-1
1.6199999999999999,33,46,1
1.6199999999999999,33,47,1
1.6199999999999999,33,48,-1
1.6199999999999999,33,49,1
1.6199999999999999,34,0,1
1.6199999999999999,34,1,-1
1.6199999999999999,34,2,-1
1.6199999999999999,34,3,-1
1.6199999999999999,34,4,1
1.6199999999999999,34,5,1
1.6199999999999999,34,6,-1
1.6199999999999999,34,7,-1
1.6199999999999999,34,8,1
1.6199999999999999,34,9,-1
1.6199999999999999,34,10,1
1.6199999999999999,34,11,1
1.6199999999999999,34,12,1
1.6199999999999999,34,13,-1
1.6199999999999999,34,14,1
1.6199999999999999,34,15,1
1.6199999999999999,34,16,1
1.6199999999999999,34,17,1
1.6199999999999999,34,18,1
1.6199999999999999,34,19,1
1.6199999999999999,34,20,1
1.6199999999999999,34,21,1
1.6199999999999999,34,22,-1
1.6199999999999999,34,23,-1
1.6199999999999999,34,24,-1
1.6199999999999999,34,25,-1
1.6199999999999999,34,26,1
1.6199999999999999,34,27,-1
1.6199999999999999,34,28,1
1.6199999999999999,34,29,1
1.6199999999999999,34,30,1
1.6199999999999999,34,31,1
1.6199999999999999,34,32,1
1.6199999999999999,34,33,1
1.6199999999999999,34,34,1
1.6199999999999999,34,35,1
1.6199999999999999,34,36,1
1.6199999999999999,34,37,1
1.6199999999999999,34,38,1
1.6199999999999999,34,39,1
1.6199999999999999,34,40,1
1.6199999999999999,34,41,1
1.6199999999999999,34,42,1
1.6199999999999999,34,43,-1
1.6199999999999999,34,44,1
1.6199999999999999,34,45,1
1.6199999999999999,34,46,-1
1.6199999999999999,34,47,1
1.6199999999999999,34,48,1
1.6199999999999999,34,49,-1
1.6199999999999999,35,0,-1
1.6199999999999999,35,1,1
1.6199999999999999,35,2,1
1.6199999999999999,35,3,1
1.6199999999999999,35,4,1
1.6199999999999999,35,5,1
1.6199999999999999,35,6,-1
1.6199999999999999,35,7,-1
1.6199999999999999,35,8,-1
1.6199999999999999,35,9,1
1.6199999999999999,35,10,-1
1.6199999999999999,35,11,1
1.6199999999999999,35,12,-1
1.6199999999999999,35,13,1
1.6199999999999999,35,14,1
1.6199999999999999,35,15,1
1.6199999999999999,35,16,1
1.6199999999999999,35,17,1
1.6199999999999999,35,18,1
1.6199999999999999,35,19,1
1.6199999999999999,35,20,1
1.6199999999999999,35,21,1
1.6199999999999999,35,22,-1
1.6199999999999999,35,23,-1
1.6199999999999999,35,24,-1
1.6199999999999999,35,25,-1
1.6199999999999999,35,26,1
1.6199999999999999,35,27,-1
1.6199999999999999,35,28,-1
1.6199999999999999,35,29,1
1.6199999999999999,35,30,-1
1.6199999999999999,35,31,1
1.6199999999999999,35,32,1
1.6199999999999999,35,33,-1
1.6199999999999999,35,34,1
1.6199999999999999,35,35,1
1.6199999999999999,35,36,1
1.6199999999999999,35,37,1
1.6199999999999999,35,38,1
1.6199999999999999,35,39,1
1.6199999999999999,35,40,1
1.6199999999999999,35,41,1
1.6199999999999999,35,42,1
1.6199999999999999,35,43,1
1.6199999999999999,35,44,-1
1.6199999999999999,35,45,1
1.6199999999999999,35,46,1
1.6199999999999999,35,47,1
1.6199999999999999,35,48,1
1.6199999999999999,35,49,1
1.6199999999999999,36,0,-1
1.6199999999999999,36,1,-1
1.6199999999999999,36,2,-1
1.6199999999999999,36,3,1
1.6199999999999999,36,4,-1
1.6199999999999999,36,5,1
1.6199999999999999,36,6,-1
1.6199999999999999,36,7,1
1.6199999999999999,36,8,1
1.6199999999999999,36,9,1
1.6199999999999999,36,10,-1
1.6199999999999999,36,11,-1
1.6199999999999999,36,12,-1
1.6199999999999999,36,13,1
1.6199999999999999,36,14,1
1.6199999999999999,36,15,-1
1.6199999999999999,36,16,1
1.6199999999999999,36,17,-1
1.6199999999999999,36,18,1
1.6199999999999999,36,19,1
1.6199999999999999,36,20,1
1.6199999999999999,36,21,1
1.6199999999999999,36,22,1
1.6199999999999999,36,23,1
1.6199999999999999,36,24,-1
1.6199999999999999,36,25,-1
1.6199999999999999,36,26,1
1.6199999999999999,36,27,-1
1.6199999999999999,36,28,-1
1.6199999999999999,36,29,-1
1.6199999999999999,36,30,-1
1.6199999999999999,36,31,-1
1.6199999999999999,36,32,-1
1.6199999999999999,36,33,-1
1.6199999999999999,36,34,1
1.6199999999999999,36,35,1
1.6199999999999999,36,36,-1
1.6199999999999999,36,37,-1
1.6199999999999999,36,38,1
1.6199999999999999,36,39,1
1.6199999999999999,36,40,-1
1.6199999999999999,36,41,1
1.6199999999999999,36,42,1
1.6199999999999999,36,43,-1
1.6199999999999999,36,44,-1
1.6199999999999999,36,45,-1
1.6199999999999999,36,46,1
1.6199999999999999,36,47,1
1.6199999999999999,36,48,1
1.6199999999999999,36,49,-1
1.6199999999999999,37,0,1
1.6199999999999999,37,1,-1
1.6199999999999999,37,2,-1
1.6199999999999999,37,3,-1
1.6199999999999999,37,4,-1
1.6199999999999999,37,5,1
1.6199999999999999,37,6,1
1.6199999999999999,37,7,1
1.6199999999999999,37,8,1
1.6199999999999999,37,9,-1
1.6199999999999999,37,10,-1
1.6199999999999999,37,11,1
1.6199999999999999,37,12,-1
1.6199999999999999,37,13,1
1.6199999999999999,37,14,-1
1.6199999999999999,37,15,1
1.6199999999999999,37,16,1
1.6199999999999999,37,17,-1
1.6199999999999999,37,18,1
1.6199999999999999,37,19,1
1.6199999999999999,37,20,1
1.6199999999999999,37,21,1
1.6199999999999999,37,22,1
1.6199999999999999,37,23,1
1.6199999999999999,37,24,1
1.6199999999999999,37,25,1
1.6199999999999999,37,26,-1
1.6199999999999999,37,27,-1
1.6199999999999999,37,28,-1
1.6199999999999999,37,29,1
1.6199999999999999,37,30,-1
1.6199999999999999,37,31,-1
1.6199999999999999,37,32,1
1.6199999999999999,37,33,-1
1.6199999999999999,37,34,-1
1.6199999999999999,37,35,-1
1.6199999999999999,37,36,1
1.6199999999999999,37,37,1
1.6199999999999999,37,38,-1
1.6199999999999999,37,39,-1
1.6199999999999999,37,40,-1
1.6199999999999999,37,41,-1
1.6199999999999999,37,42,1
1.6199999999999999,37,43,-1
1.6199999999999999,37,44,-1
1.6199999999999999,37,45,1
1.6199999999999999,37,46,-1
1.6199999999999999,37,47,-1
1.6199999999999999,37,48,1
1.6199999999999999,37,49,1
1.6199999999999999,38,0,1
1.6199999999999999,38,1,-1
1.6199999999999999,38,2,-1
1.6199999999999999,38,3,1
1.6199999999999999,38,4,1
1.6199999999999999,38,5,-1
1.6199999999999999,38,6,1
1.6199999999999999,38,7,1
1.6199999999999999,38,8,1
1.6199999999999999,38,9,-1
1.6199999999999999,38,10,-1
1.6199999999999999,38,11,-1
1.6199999999999999,38,12,-1
1.6199999999999999,38,13,-1
1.6199999999999999,38,14,-1
1.6199999999999999,38,15,1
1.6199999999999999,38,16,1
1.6199999999999999,38,17,-1
1.6199999999999999,38,18,1
1.6199999999999999,38,19,1
1.6199999999999999,38,20,-1
1.6199999999999999,38,21,1
1.6199999999999999,38,22,1
1.6199999999999999,38,23,1
1.6199999999999999,38,24,1
1.6199999999999999,38,25,1
1.6199999999999999,38,26,-1
1.6199999999999999,38,27,1
1.6199999999999999,38,28,1
1.6199999999999999,38,29,-1
1.6199999999999999,38,30,-1
1.6199999999999999,38,31,-1
1.6199999999999999,38,32,1
1.6199999999999999,38,33,-1
1.6199999999999999,38,34,-1
1.6199999999999999,38,35,-1
1.6199999999999999,38,36,1
1.6199999999999999,38,37,1
1.6199999999999999,38,38,-1
1.6199999999999999,38,39,1
1.6199999999999999,38,40,-1
1.6199999999999999,38,41,-1
1.6199999999999999,38,42,-1
1.6199999999999999,38,43,-1
1.6199999999999999,38,44,-1
1.6199999999999999,38,45,-1
1.6199999999999999,38,46,-1
1.6199999999999999,38,47,1
1.6199999999999999,38,48,1
1.6199999999999999,38,49,-1
1.6199999999999999,39,0,1
1.6199999999999999,39,1,1
1.6199999999999999,39,2,-1
1.6199999999999999,39,3,1
1.6199999999999999,39,4,1
1.6199999999999999,39,5,-1
1.6199999999999999,39,6,-1
1.6199999999999999,39,7,1
1.6199999999999999,39,8,-1
1.6199999999999999,39,9,-1
1.6199999999999999,39,10,-1
1.6199999999999999,39,11,-1
1.6199999999999999,39,12,-1
1.6199999999999999,39,13,-1
1.6199999999999999,39,14,-1
1.6199999999999999,39,15,1
1.6199999999999999,39,16,1
1.6199999999999999,39,17,1
1.6199999999999999,39,18,1
1.6199999999999999,39,19,1
1.6199999999999999,39,20,-1
1.6199999999999999,39,21,1
1.6199999999999999,39,22,-1
1.6199999999999999,39,23,-1
1.6199999999999999,39,24,1
1.6199999999999999,39,25,1
1.6199999999999999,39,26,1
1.6199999999999999,39,27,1
1.6199999999999999,39,28,-1
1.6199999999999999,39,29,1
1.6199999999999999,39,30,-1
1.6199999999999999,39,31,-1
1.6199999999999999,39,32,-1
1.6199999999999999,39,33,1
1.6199999999999999,39,34,-1
1.6199999999999999,39,35,-1
1.6199999999999999,39,36,-1
1.6199999999999999,39,37,1
1.6199999999999999,39,38,-1
1.6199999999999999,39,39,1
1.6199999999999999,39,40,1
1.6199999999999999,39,41,1
1.6199999999999999,39,42,1
1.6199999999999999,39,43,1
1.6199999999999999,39,44,1
1.6199999999999999,39,45,-1
1.6199999999999999,39,46,-1
1.6199999999999999,39,47,-1
1.6199999999999999,39,48,-1
1.6199999999999999,39,49,1
1.6199999999999999,40,0,1
1.6199999999999999,40,1,1
1.6199999999999999,40,2,1
1.6199999999999999,40,3,1
1.6199999999999999,40,4,-1
1.6199999999999999,40,5,-1
1.6199999999999999,40,6,1
1.6199999999999999,40,7,1
1.6199999999999999,40,8,-1
1.6199999999999999,40,9,-1
1.6199999999999999,40,10,1
1.6199999999999999,40,11,-1
1.6199999999999999,40,12,1
1.6199999999999999,40,13,-1
1.6199999999999999,40,14,1
1.6199999999999999,40,15,-1
1.6199999999999999,40,16,1
1.6199999999999999,40,17,1
1.6199999999999999,40,18,-1
1.6199999999999999,40,19,1
1.6199999999999999,40,20,1
1.6199999999999999,40,21,1
1.6199999999999999,40,22,1
1.6199999999999999,40,23,1
1.6199999999999999,40,24,1
1.6199999999999999,40,25,-1
1.6199999999999999,40,26,1
1.6199999999999999,40,27,1
1.6199999999999999,40,28,-1
1.6199999999999999,40,29,1
1.6199999999999999,40,30,1
1.6199999999999999,40,31,-1
1.6199999999999999,40,32,1
1.6199999999999999,40,33,1
1.6199999999999999,40,34,1
1.6199999999999999,40,35,-1
1.6199999999999999,40,36,1
1.6199999999999999,40,37,1
1.6199999999999999,40,38,-1
1.6199999999999999,40,39,1
1.6199999999999999,40,40,1
1.6199999999999999,40,41,1
1.6199999999999999,40,42,1
1.6199999999999999,40,43,1
1.6199999999999999,40,44,1
1.6199999999999999,40,45,1
1.6199999999999999,40,46,1
1.6199999999999999,40,47,-1
1.6199999999999999,40,48,-1
1.6199999999999999,40,49,-1
1.6199999999999999,41,0,1
1.6199999999999999,41,1,1
1.6199999999999999,41,2,1
1.6199999999999999,41,3,-1
1.6199999999999999,41,4,-1
1.6199999999999999,41,5,1
1.6199999999999999,41,6,1
1.6199999999999999,41,7,1
1.6199999999999999,41,8,1
1.6199999999999999,41,9,1
1.6199999999999999,41,10,1
1.6199999999999999,41,11,-1
1.6199999999999999,41,12,-1
1.6199999999999999,41,13,-1
1.6199999999999999,41,14,-1
1.6199999999999999,41,15,1
1.6199999999999999,41,16,1
1.6199999999999999,41,17,1
1.6199999999999999,41,18,1
1.6199999999999999,41,19,1
1.6199999999999999,41,20,-1
1.6199999999999999,41,21,-1
1.6199999999999999,41,22,1
1.6199999999999999,41,23,1
1.6199999999999999,41,24,1
1.6199999999999999,41,25,-1
1.6199999999999999,41,26,-1
1.6199999999999999,41,27,-1
1.6199999999999999,41,28,-1
1.6199999999999999,41,29,1
1.6199999999999999,41,30,1
1.6199999999999999,41,31,-1
1.6199999999999999,41,32,1
1.6199999999999999,41,33,1
1.6199999999999999,41,34,-1
1.6199999999999999,41,35,-1
1.6199999999999999,41,36,1
1.6199999999999999,41,37,1
1.6199999999999999,41,38,1
1.6199999999999999,41,39,1
1.6199999999999999,41,40,-1
1.6199999999999999,41,41,-1
1.6199999999999999,41,42,-1
1.6199999999999999,41,43,-1
1.6199999999999999,41,44,-1
1.6199999999999999,41,45,1
1.6199999999999999,41,46,1
1.6199999999999999,41,47,1
1.6199999999999999,41,48,1
1.6199999999999999,41,49,1
1.6199999999999999,42,0,-1
1.6199999999999999,42,1,-1
1.6199999999999999,42,2,1
1.6199999999999999,42,3,-1
1.6199999999999999,42,4,-1
1.6199999999999999,42,5,-1
1.6199999999999999,42,6,1
1.6199999999999999,42,7,-1
1.6199999999999999,42,8,1
1.6199999999999999,42,9,1
1.6199999999999999,42,10,1
1.6199999999999999,42,11,1
1.6199999999999999,42,12,-1
1.6199999999999999,42,13,-1
1.6199999999999999,42,14,-1
1.6199999999999999,42,15,1
1.6199999999999999,42,16,1
1.6199999999999999,42,17,1
1.6199999999999999,42,18,1
1.6199999999999999,42,19,-1
1.6199999999999999,42,20,1
1.6199999999999999,42,21,1
1.6199999999999999,42,22,1
1.6199999999999999,42,23,1
1.6199999999999999,42,24,-1
1.6199999999999999,42,25,-1
1.6199999999999999,42,26,-1
1.6199999999999999,42,27,1
1.6199999999999999,42,28,-1
1.6199999999999999,42,29,-1
1.6199999999999999,42,30,-1
1.6199999999999999,42,31,-1
1.6199999999999999,42,32,1
1.6199999999999999,42,33,-1
1.6199999999999999,42,34,1
1.6199999999999999,42,35,1
1.6199999999999999,42,36,-1
1.6199999999999999,42,37,1
1.6199999999999999,42,38,1
1.6199999999999999,42,39,-1
1.6199999999999999,42,40,-1
1.6199999999999999,42,41,-1
1.6199999999999999,42,42,1
1.6199999999999999,42,43,-1
1.6199999999999999,42,44,-1
1.6199999999999999,42,45,1
1.6199999999999999,42,46,-1
1.6199999999999999,42,47,-1
1.6199999999999999,42,48,1
1.6199999999999999,42,49,-1
1.6199999999999999,43,0,1
1.6199999999999999,43,1,1
1.6199999999999999,43,2,1
1.6199999999999999,43,3,1
1.6199999999999999,43,4,-1
1.6199999999999999,43,5,-1
1.6199999999999999,43,6,-1
1.6199999999999999,43,7,1
1.6199999999999999,43,8,1
1.6199999999999999,43,9,-1
1.6199999999999999,43,10,-1
1.6199999999999999,43,11,1
1.6199999999999999,43,12,-1
1.6199999999999999,43,13,-1
1.6199999999999999,43,14,-1
1.6199999999999999,43,15,1
1.6199999999999999,43,16,1
1.6199999999999999,43,17,1
1.6199999999999999,43,18,1
1.6199999999999999,43,19,1
1.6199999999999999,43,20,1
1.6199999999999999,43,21,1
1.6199999999999999,43,22,1
1.6199999999999999,43,23,1
1.6199999999999999,43,24,-1
1.6199999999999999,43,25,-1
1.6199999999999999,43,26,-1
1.6199999999999999,43,27,1
1.6199999999999999,43,28,-1
1.6199999999999999,43,29,-1
1.6199999999999999,43,30,-1
1.6199999999999999,43,31,1
1.6199999999999999,43,32,-1
